track,frame_idx,instance.score,head.x,head.y,head.score,torso.x,torso.y,torso.score,tail_base.x,tail_base.y,tail_base.score
track_0,0,0.4524087607860565,566.7957763671875,248.92642211914062,0.7755330204963684,477.0491638183594,276.1953125,0.8403405547142029,416.61859130859375,289.07952880859375,0.6417162418365479
track_0,1,0.42329326272010803,579.212158203125,252.098876953125,0.524508535861969,491.91668701171875,268.13330078125,0.8640106916427612,428.5932922363281,252.56826782226562,0.5024430751800537
track_1,1,0.2301671802997589,475.9535827636719,427.96942138671875,1.0238147974014282,480.21429443359375,364.23541259765625,0.990409255027771,,,0.0
track_0,2,0.4047764241695404,595.26123046875,255.99826049804688,0.43860507011413574,508.07537841796875,260.35247802734375,0.9026200771331787,444.06768798828125,272.2767639160156,0.7738549113273621
track_1,2,0.292741984128952,476.05938720703125,428.0794677734375,0.9658472537994385,480.260009765625,368.2130432128906,1.0301448106765747,492.5027160644531,320.77032470703125,0.2259872406721115
track_0,3,0.3867647647857666,610.6917724609375,260.1650390625,0.5414741635322571,524.1901245117188,256.40582275390625,0.9521400928497314,456.2990417480469,272.59014892578125,0.910106897354126
track_1,3,0.32262083888053894,473.0662536621094,428.3089294433594,0.9537370204925537,480.38226318359375,368.51287841796875,1.0436177253723145,488.4788513183594,316.4230041503906,0.5814676880836487
track_0,4,0.38282501697540283,615.0911865234375,263.83770751953125,0.5152337551116943,528.2548217773438,260.05670166015625,0.9178717136383057,464.9497985839844,272.3085632324219,0.6030462980270386
track_1,4,0.3326621353626251,472.99493408203125,425.10205078125,0.8406466841697693,480.32684326171875,372.25750732421875,1.052067518234253,488.646728515625,316.18096923828125,0.6143077611923218
track_0,5,0.39331555366516113,626.9457397460938,268.50628662109375,0.5867046117782593,540.3880615234375,260.4835205078125,0.9825992584228516,472.6803283691406,241.07196044921875,0.5862302184104919
track_1,5,0.3380920886993408,472.9813537597656,425.158935546875,0.8397933840751648,480.30206298828125,372.3500061035156,1.0574347972869873,488.6397705078125,316.1955261230469,0.510289192199707
track_0,6,0.41966649889945984,638.83740234375,280.1960754394531,0.627041757106781,552.4480590820312,264.4106140136719,1.0068910121917725,479.8867492675781,240.64706420898438,0.7807942032814026
track_1,6,0.34320732951164246,472.9420166015625,425.2140808105469,0.8350448608398438,480.2572326660156,372.4224548339844,1.0542082786560059,488.646240234375,316.04071044921875,0.47962358593940735
track_0,7,0.45791706442832947,650.564208984375,291.7007141113281,0.6570274829864502,564.3035278320312,268.3663635253906,1.0178098678588867,491.9747619628906,272.6622619628906,0.696276068687439
track_1,7,0.3555755019187927,472.87994384765625,425.324951171875,0.8298002481460571,480.1773681640625,372.5506286621094,1.0575093030929565,488.368408203125,313.3949890136719,0.4908736050128937
track_0,8,0.4504880905151367,652.4696044921875,301.0525207519531,0.7997026443481445,568.3583984375,268.7109375,0.9996821880340576,496.6807556152344,272.2847595214844,0.812649667263031
track_1,8,0.3697046637535095,475.9535827636719,427.9525451660156,0.7758426666259766,480.130126953125,376.1317443847656,1.05312979221344,488.242919921875,313.0549621582031,0.5788053274154663
track_0,9,0.4768922030925751,652.7667236328125,324.17974853515625,0.934299111366272,576.4676513671875,276.14996337890625,0.9884847402572632,508.3733825683594,264.2637939453125,0.9187230467796326
track_1,9,0.3805091083049774,475.9229736328125,428.02099609375,0.7746325135231018,480.0960693359375,376.16552734375,1.047853946685791,488.2340087890625,313.15118408203125,0.5615622997283936
track_0,10,0.5200649499893188,640.4264526367188,344.53143310546875,1.0300710201263428,584.1443481445312,280.26678466796875,0.9986737370491028,515.9872436523438,260.3253479003906,0.8963556289672852
track_1,10,0.38894936442375183,475.899658203125,428.11004638671875,0.7731940150260925,480.08447265625,376.2467346191406,1.0460842847824097,488.3694152832031,313.25360107421875,0.5684839487075806
track_0,11,0.551393985748291,628.269775390625,360.42626953125,0.9378353357315063,588.4378051757812,287.8902587890625,0.9967845678329468,525.1718139648438,252.39968872070312,0.5882707834243774
track_1,11,0.3957940638065338,475.8798828125,428.1564025878906,0.7825862765312195,480.07000732421875,376.31561279296875,1.034300446510315,488.1365661621094,313.16033935546875,0.6146658658981323
track_0,12,0.5475945472717285,604.2098999023438,372.4603271484375,0.6429928541183472,592.35791015625,296.0161437988281,0.9672675132751465,540.2949829101562,240.6987762451172,0.7994961142539978
track_1,12,0.3823365569114685,475.7424011230469,428.3905029296875,0.7368829250335693,480.0067138671875,376.4083251953125,1.0236904621124268,488.086669921875,313.2164611816406,0.5855477452278137
track_0,13,0.517364501953125,588.0689697265625,380.57891845703125,0.779114305973053,592.329833984375,304.1534729003906,0.993312418460846,548.4964599609375,240.2158203125,0.6603385210037231
track_1,13,0.34286314249038696,472.71966552734375,428.56158447265625,0.7078045010566711,479.99176025390625,376.4978942871094,1.0163167715072632,488.111572265625,313.3660583496094,0.5946069359779358
track_0,14,0.4663306474685669,572.533935546875,392.1553955078125,0.9626324772834778,588.6290893554688,308.2077941894531,0.9867236614227295,569.1801147460938,232.92611694335938,0.46956151723861694
track_1,14,0.2622133791446686,472.7596435546875,428.6285705566406,0.6988431811332703,480.23150634765625,376.53741455078125,1.0182985067367554,485.15887451171875,313.1398010253906,0.6264535188674927
track_0,15,0.4293983578681946,552.6439819335938,396.8113708496094,1.0563678741455078,588.24169921875,320.1942443847656,0.9954323172569275,580.0159912109375,240.3459014892578,0.5672661066055298
track_0,16,0.40701889991760254,544.8001098632812,403.8671875,1.2685624361038208,580.68212890625,332.5060729980469,0.9515422582626343,580.6788330078125,251.76654052734375,0.41678059101104736
track_0,17,0.39814814925193787,540.21826171875,403.7554931640625,1.020996332168579,576.5364379882812,340.59063720703125,0.9389529824256897,608.2979736328125,260.0246276855469,0.7988230586051941
track_0,18,0.39922454953193665,536.6478271484375,404.54962158203125,0.9023539423942566,572.7772216796875,344.74072265625,0.9246043562889099,608.7120971679688,268.28863525390625,0.514091968536377
track_0,19,0.392471045255661,532.9254760742188,408.8349609375,0.9607021808624268,572.4281005859375,348.63555908203125,0.9750639200210571,592.561767578125,268.68157958984375,0.6225649118423462
track_0,20,0.38601306080818176,532.7721557617188,415.8078308105469,1.0329023599624634,568.6019897460938,356.5113220214844,0.8957685828208923,596.690185546875,272.5326843261719,0.6020364165306091
track_0,21,0.36954939365386963,532.669189453125,417.024169921875,1.0506635904312134,572.4271850585938,356.7035217285156,0.9169376492500305,601.027099609375,277.0139465332031,0.727725088596344
track_0,22,0.35607293248176575,528.8858642578125,416.990966796875,0.9454426765441895,576.2692260742188,360.7099914550781,0.9264096617698669,604.368896484375,281.3302917480469,0.7259460687637329
track_0,23,0.3537687659263611,524.5635986328125,416.69842529296875,0.8646793365478516,576.2620239257812,368.5989990234375,0.9056528806686401,608.1136474609375,288.5063171386719,0.5757851600646973
